Job,ENG,SerialNumber,Part,Product,Model Group,Elastomer,Model,Job Comment,Location,Last Labor,StartDate,DueDate,AdhesiveDry,Firm,Scheduled,Ship By,Promise,Day,Week,Expedite,Ship Hold,Prod Hold,Group,Order,L/R,Name,Complete,Risk,StalledDays
129544,FALSE,70S1583,S700769HS0-RELINEMPCB,S700769HS0,S700,HS,7007690,"
",Bartels Rack,8/19/2023 12:46 PM,8/17/2023 10:03 AM,8/28/2023,8/20/2023 12:46 AM,TRUE,FALSE,8/28/2023,8/28/2023,2,35,FALSE,TRUE,FALSE,RELINES,55828,1/3,MPACT Downhole Motors,FALSE,FALSE,2
129542,FALSE,70S1541,S700769HS0-RELINEMPCB,S700769HS0,S700,HS,7007690,"
",Bartels Rack,8/19/2023 1:16 PM,8/17/2023 10:03 AM,8/28/2023,8/20/2023 1:16 AM,TRUE,TRUE,8/28/2023,8/28/2023,2,35,FALSE,TRUE,FALSE,RELINES,55828,1/1,MPACT Downhole Motors,FALSE,FALSE,2
129536,FALSE,87S202,S875770HS0-RELINEMPCB,S875770HS0,S875,HS,8757700,"
",Bartels Rack,8/19/2023 1:43 PM,8/17/2023 10:04 AM,8/28/2023,8/20/2023 1:43 AM,TRUE,TRUE,8/28/2023,8/28/2023,2,35,FALSE,FALSE,FALSE,RELINES,55828,2/2,MPACT Downhole Motors,FALSE,FALSE,2
129537,FALSE,87S091,S875770HS0-RELINEMPCB,S875770HS0,S875,HS,8757700,"
",Bartels Rack,8/19/2023 3:01 PM,8/17/2023 10:04 AM,8/28/2023,8/20/2023 3:01 AM,TRUE,TRUE,8/28/2023,8/28/2023,2,35,FALSE,TRUE,FALSE,RELINES,55828,2/3,MPACT Downhole Motors,FALSE,FALSE,2
129548,FALSE,68S189,S700769HS0-RELINEMPCBOD,S700769HS0,S700,HS,7007690,,Bartels Rack,8/19/2023 5:21 PM,8/17/2023 9:47 AM,8/25/2023,8/20/2023 5:21 AM,TRUE,TRUE,8/25/2023,8/25/2023,6,34,FALSE,FALSE,FALSE,RELINES,55827,1/1,MPACT Downhole Motors,FALSE,FALSE,2
129528,FALSE,7005684-213,S700584F30-RELINEKXCB,S700584F30,S700,F3,7005840,,Bartels Rack,8/21/2023 4:09 AM,8/17/2023 9:06 AM,8/25/2023,8/21/2023 4:09 PM,TRUE,TRUE,8/25/2023,8/25/2023,6,34,FALSE,FALSE,FALSE,RELINES,55817,1/1,"KLX Directional Drilling, LLC",FALSE,FALSE,2
129047,FALSE,70S1624,S700584F30-RELINEMPCB,S700584F30,S700,F3,7005840,"
Restamp ID band to ""5/6 8.4""
REWORK  08/14",Shipping,8/21/2023 6:07 AM,8/7/2023 2:16 PM,8/21/2023,,TRUE,TRUE,8/21/2023,8/21/2023,2,34,TRUE,TRUE,FALSE,RELINES,55764,1/4,MPACT Downhole Motors,TRUE,TRUE,2
129543,FALSE,70S1385,S700769HS0-RELINEMPCB,S700769HS0,S700,HS,7007690,"
",Bartels Rack,8/21/2023 7:51 AM,8/17/2023 10:03 AM,8/28/2023,8/21/2023 7:51 PM,TRUE,FALSE,8/28/2023,8/28/2023,2,35,FALSE,TRUE,FALSE,RELINES,55828,1/2,MPACT Downhole Motors,FALSE,FALSE,2
129523,FALSE,PVS157895869,S700769HS0-RELINETDCB,S700769HS0,S700,HS,7007690,,Bartels Rack,8/21/2023 8:15 AM,8/17/2023 9:28 AM,8/24/2023,8/21/2023 8:15 PM,TRUE,TRUE,8/24/2023,8/24/2023,5,34,FALSE,FALSE,FALSE,RELINES,55824,1/1,"Turbo Drill Industries, Inc. (taxable)",FALSE,TRUE,2
129545,FALSE,70S1642,S700769HS0-RELINEMPCB,S700769HS0,S700,HS,7007690,"
",Bartels Rack,8/21/2023 8:37 AM,8/17/2023 10:03 AM,8/28/2023,8/21/2023 8:37 PM,TRUE,FALSE,8/28/2023,8/28/2023,2,35,FALSE,TRUE,FALSE,RELINES,55828,1/4,MPACT Downhole Motors,FALSE,FALSE,2
129652,FALSE,ST5250894-PTS,S500617F30-RELINEPHCBUO,S500617F30,S500,F3,5006170,"
",QC-IN,,8/21/2023 9:00 AM,8/30/2023,,TRUE,FALSE,8/30/2023,8/29/2023,3,35,FALSE,FALSE,FALSE,RELINES,55844,1/2,PV Fluid Products Ltd,FALSE,TRUE,
129653,FALSE,ST5251174-PTS,S500617F30-RELINEPHCBUO,S500617F30,S500,F3,5006170,"
",QC-IN,,8/21/2023 9:00 AM,8/30/2023,,TRUE,FALSE,8/30/2023,8/30/2023,4,35,FALSE,FALSE,FALSE,RELINES,55844,1/3,PV Fluid Products Ltd,FALSE,TRUE,
129654,FALSE,ST5250993-PTS,S500617F30-RELINEPHCBUO,S500617F30,S500,F3,5006170,"
",QC-IN,,8/21/2023 9:00 AM,8/30/2023,,TRUE,FALSE,8/30/2023,8/30/2023,4,35,FALSE,FALSE,FALSE,RELINES,55844,1/4,PV Fluid Products Ltd,FALSE,TRUE,
129655,FALSE,ST5250898-PTS,S500617F30-RELINEPHCBUO,S500617F30,S500,F3,5006170,"
",QC-IN,,8/21/2023 9:00 AM,8/31/2023,,TRUE,FALSE,8/31/2023,8/31/2023,5,35,FALSE,FALSE,FALSE,RELINES,55844,1/5,PV Fluid Products Ltd,FALSE,TRUE,
129656,FALSE,ST5250912-PTS,S500617F30-RELINEPHCBUO,S500617F30,S500,F3,5006170,"
",QC-IN,,8/21/2023 9:00 AM,8/30/2023,,TRUE,FALSE,8/30/2023,8/29/2023,3,35,FALSE,FALSE,FALSE,RELINES,55844,1/1,PV Fluid Products Ltd,FALSE,TRUE,
129643,FALSE,ST5001294-PTS,S500688F3T-RELINEPHCB,S500688F3T,S500,F3,500688T,"
",QC-IN,,8/21/2023 9:01 AM,8/30/2023,,TRUE,FALSE,8/30/2023,8/29/2023,3,35,FALSE,FALSE,FALSE,RELINES,55844,2/1,PV Fluid Products Ltd,FALSE,TRUE,
129644,FALSE,ST5001289-PTS,S500688F3T-RELINEPHCB,S500688F3T,S500,F3,500688T,"
",QC-IN,,8/21/2023 9:01 AM,8/30/2023,,TRUE,FALSE,8/30/2023,8/29/2023,3,35,FALSE,FALSE,FALSE,RELINES,55844,2/2,PV Fluid Products Ltd,FALSE,TRUE,
129645,FALSE,ST5001304-PTS,S500688F3T-RELINEPHCB,S500688F3T,S500,F3,500688T,"
",QC-IN,,8/21/2023 9:01 AM,8/30/2023,,TRUE,FALSE,8/30/2023,8/29/2023,3,35,FALSE,FALSE,FALSE,RELINES,55844,2/3,PV Fluid Products Ltd,FALSE,TRUE,
129646,FALSE,ST5001224-PTS,S500688F3T-RELINEPHCB,S500688F3T,S500,F3,500688T,"
",QC-IN,,8/21/2023 9:01 AM,8/30/2023,,TRUE,FALSE,8/30/2023,8/29/2023,3,35,FALSE,FALSE,FALSE,RELINES,55844,2/4,PV Fluid Products Ltd,FALSE,TRUE,
129647,FALSE,ST5001305-PTS,S500688F3T-RELINEPHCB,S500688F3T,S500,F3,500688T,"
",QC-IN,,8/21/2023 9:01 AM,8/30/2023,,TRUE,FALSE,8/30/2023,8/30/2023,4,35,FALSE,FALSE,FALSE,RELINES,55844,2/5,PV Fluid Products Ltd,FALSE,TRUE,
129648,FALSE,ST5001293-PTS,S500688F3T-RELINEPHCB,S500688F3T,S500,F3,500688T,"
",QC-IN,,8/21/2023 9:01 AM,8/30/2023,,TRUE,FALSE,8/30/2023,8/30/2023,4,35,FALSE,FALSE,FALSE,RELINES,55844,2/6,PV Fluid Products Ltd,FALSE,TRUE,
129649,FALSE,ST5250884-PTS,S500688F3T-RELINEPHCBUO,S500688F3T,S500,F3,500688T,"
",QC-IN,,8/21/2023 9:02 AM,8/30/2023,,TRUE,FALSE,8/30/2023,8/30/2023,4,35,FALSE,FALSE,FALSE,RELINES,55844,3/1,PV Fluid Products Ltd,FALSE,TRUE,
129650,FALSE,ST5250992-PTS,S500688F3T-RELINEPHCBUO,S500688F3T,S500,F3,500688T,"
",QC-IN,,8/21/2023 9:02 AM,8/30/2023,,TRUE,FALSE,8/30/2023,8/30/2023,4,35,FALSE,FALSE,FALSE,RELINES,55844,3/2,PV Fluid Products Ltd,FALSE,TRUE,
129651,FALSE,ST5251149-PTS,S500688F3T-RELINEPHCBUO,S500688F3T,S500,F3,500688T,"
",QC-IN,,8/21/2023 9:02 AM,8/31/2023,,TRUE,FALSE,8/31/2023,8/31/2023,5,35,FALSE,FALSE,FALSE,RELINES,55844,3/3,PV Fluid Products Ltd,FALSE,TRUE,
129636,FALSE,ST5500678-PTS,S500770F30-RELINEPHCBOU,S500770F30,S500,F3,5007700,"
",QC-IN,,8/21/2023 9:03 AM,8/30/2023,,TRUE,FALSE,8/30/2023,8/29/2023,3,35,FALSE,FALSE,FALSE,RELINES,55844,4/1,PV Fluid Products Ltd,FALSE,TRUE,
129637,FALSE,ST5500782-PTS,S500770F30-RELINEPHCBOU,S500770F30,S500,F3,5007700,"
",QC-IN,,8/21/2023 9:03 AM,8/30/2023,,TRUE,FALSE,8/30/2023,8/29/2023,3,35,FALSE,FALSE,FALSE,RELINES,55844,4/2,PV Fluid Products Ltd,FALSE,TRUE,
129638,FALSE,ST5500795-PTS,S500770F30-RELINEPHCBOU,S500770F30,S500,F3,5007700,"
",QC-IN,,8/21/2023 9:03 AM,8/30/2023,,TRUE,FALSE,8/30/2023,8/30/2023,4,35,FALSE,FALSE,FALSE,RELINES,55844,4/3,PV Fluid Products Ltd,FALSE,TRUE,
129639,FALSE,ST5251160-PTS,S500770F30-RELINEPHCBUO,S500770F30,S500,F3,5007700,"
",QC-IN,,8/21/2023 9:04 AM,8/30/2023,,TRUE,FALSE,8/30/2023,8/30/2023,4,35,FALSE,FALSE,FALSE,RELINES,55844,5/1,PV Fluid Products Ltd,FALSE,TRUE,
129640,FALSE,ST5251069-PTS,S500770F30-RELINEPHCBUO,S500770F30,S500,F3,5007700,"
",QC-IN,,8/21/2023 9:04 AM,8/31/2023,,TRUE,FALSE,8/31/2023,8/31/2023,5,35,FALSE,FALSE,FALSE,RELINES,55844,5/2,PV Fluid Products Ltd,FALSE,TRUE,
129641,FALSE,ST5251064-PTS,S500770F30-RELINEPHCBUO,S500770F30,S500,F3,5007700,"
",QC-IN,,8/21/2023 9:04 AM,8/31/2023,,TRUE,FALSE,8/31/2023,8/31/2023,5,35,FALSE,FALSE,FALSE,RELINES,55844,5/3,PV Fluid Products Ltd,FALSE,TRUE,
129241,FALSE,EOGS707696,S700584HS0-RELINEERCB,S700584HS0,S700,HS,7005840,"
**Use sk21345 or sk21251***
.
sn updated 8/15 sj
REBLAST  08/17",Bartels Rack,8/21/2023 11:27 AM,8/9/2023 10:23 AM,8/25/2023,8/21/2023 11:27 PM,TRUE,FALSE,8/25/2023,8/18/2023,6,33,TRUE,FALSE,FALSE,RELINES,55777,2/1,EOG Resources Inc.,FALSE,TRUE,2
129677,FALSE,PIS 60093,S675757HS0-RELINEPDCB,S675757HS0,S675,HS,6757570,"
",QC-IN,,8/21/2023 12:01 PM,8/31/2023,,TRUE,FALSE,8/31/2023,8/29/2023,3,35,FALSE,FALSE,FALSE,RELINES,55847,1/1,Professional Directional Ltd. (TX),FALSE,TRUE,
129678,FALSE,PIS 684001,S700584HS2-RELINEPDCB,S700584HS2,S700,HS,7005842,"
",QC-IN,,8/21/2023 12:01 PM,8/31/2023,,TRUE,FALSE,8/31/2023,8/29/2023,3,35,FALSE,FALSE,FALSE,RELINES,55847,2/1,Professional Directional Ltd. (TX),FALSE,TRUE,
129671,FALSE,PIS 679101,S700594HS0-RELINEPDCB,S700594HS0,S700,HS,7005940,"
",QC-IN,,8/21/2023 12:01 PM,8/31/2023,,TRUE,FALSE,8/31/2023,8/29/2023,3,35,FALSE,FALSE,FALSE,RELINES,55847,3/1,Professional Directional Ltd. (TX),FALSE,TRUE,
129672,FALSE,PIS 679127,S700594HS0-RELINEPDCB,S700594HS0,S700,HS,7005940,"
",QC-IN,,8/21/2023 12:01 PM,8/31/2023,,TRUE,FALSE,8/31/2023,8/29/2023,3,35,FALSE,FALSE,FALSE,RELINES,55847,3/2,Professional Directional Ltd. (TX),FALSE,TRUE,
129674,FALSE,PIS 67099,S700769HS0-RELINEPDCB,S700769HS0,S700,HS,7007690,"
",QC-IN,,8/21/2023 12:01 PM,8/31/2023,,TRUE,FALSE,8/31/2023,8/29/2023,3,35,FALSE,FALSE,FALSE,RELINES,55847,4/2,Professional Directional Ltd. (TX),FALSE,TRUE,
129675,FALSE,PMS 67114,S700769HS0-RELINEPDCB,S700769HS0,S700,HS,7007690,"
",QC-IN,,8/21/2023 12:01 PM,8/31/2023,,TRUE,FALSE,8/31/2023,8/29/2023,3,35,FALSE,FALSE,FALSE,RELINES,55847,4/3,Professional Directional Ltd. (TX),FALSE,TRUE,
129676,FALSE,PMS 67129,S700769HS0-RELINEPDCB,S700769HS0,S700,HS,7007690,"
",QC-IN,,8/21/2023 12:01 PM,8/31/2023,,TRUE,FALSE,8/31/2023,8/29/2023,3,35,FALSE,FALSE,FALSE,RELINES,55847,4/4,Professional Directional Ltd. (TX),FALSE,TRUE,
129664,FALSE,PMS 87003,S875770HS2-RELINEPDCBOD,S875770HS2,S875,HS,8757702,"
",QC-IN,,8/21/2023 12:01 PM,8/31/2023,,TRUE,FALSE,8/31/2023,8/29/2023,3,35,FALSE,FALSE,FALSE,RELINES,55847,5/1,Professional Directional Ltd. (TX),FALSE,TRUE,
129665,FALSE,PMS 87011,S875770HS2-RELINEPDCBOD,S875770HS2,S875,HS,8757702,"
",QC-IN,,8/21/2023 12:01 PM,8/31/2023,,TRUE,FALSE,8/31/2023,8/29/2023,3,35,FALSE,FALSE,FALSE,RELINES,55847,5/2,Professional Directional Ltd. (TX),FALSE,TRUE,
129669,FALSE,ST7250431-PTS,S725785F34-RELINEPHCB,S725785F34,S725,F3,7257854,"
",QC-IN,,8/21/2023 12:29 PM,8/31/2023,,TRUE,FALSE,8/31/2023,8/29/2023,3,35,FALSE,FALSE,FALSE,RELINES,55811,14/1,Phoenix Technology Services USA Inc. (TX),FALSE,TRUE,
129667,FALSE,ST7250120-PTS,S725785F30-RELINEPHCB,S725785F30,S725,F3,7257850,"
",QC-IN,,8/21/2023 12:30 PM,8/31/2023,,TRUE,FALSE,8/31/2023,8/29/2023,3,35,FALSE,FALSE,FALSE,RELINES,55811,15/1,Phoenix Technology Services USA Inc. (TX),FALSE,TRUE,
129668,FALSE,ST7250079-PTS,S725785F30-RELINEPHCB,S725785F30,S725,F3,7257850,"
",QC-IN,,8/21/2023 12:30 PM,8/31/2023,,TRUE,FALSE,8/31/2023,8/29/2023,3,35,FALSE,FALSE,FALSE,RELINES,55811,15/2,Phoenix Technology Services USA Inc. (TX),FALSE,TRUE,
129666,FALSE,72S121,S725712HS2-RELINEMPCB,S725712HS2,S725,HS,7257122,"
",QC-IN,,8/21/2023 1:42 PM,8/31/2023,,TRUE,FALSE,8/31/2023,8/30/2023,4,35,FALSE,TRUE,FALSE,RELINES,55804,17/1,MPACT Downhole Motors,FALSE,TRUE,
129621,FALSE,AEP-75684-S535,S700584F32-RELINEALCB,S700584F32,S700,F3,7005842,,Bartels Rack,8/21/2023 2:55 PM,8/18/2023 2:31 PM,8/25/2023,8/22/2023 2:55 AM,TRUE,TRUE,8/25/2023,8/25/2023,6,34,FALSE,FALSE,FALSE,RELINES,55843,4/1,Altitude Energy Partners - Consolidated Acct,FALSE,FALSE,2
129586,FALSE,AEP-57870-S418,S500770F30-RELINE,S500770F30,S500,F3,5007700,,Bartels Rack,8/21/2023 4:07 PM,8/17/2023 11:53 AM,8/25/2023,8/22/2023 4:07 AM,TRUE,TRUE,8/25/2023,8/25/2023,6,34,FALSE,FALSE,FALSE,RELINES,55836,8/1,Altitude Energy Partners - Consolidated Acct,FALSE,FALSE,2
129559,FALSE,50S254,S500688HS0-RELINEMPCB,S500688HS0,S500,HS,5006880,,Bartels Rack,8/21/2023 4:37 PM,8/17/2023 9:51 AM,8/25/2023,8/22/2023 4:37 AM,TRUE,TRUE,8/25/2023,8/25/2023,6,34,FALSE,TRUE,FALSE,RELINES,55827,4/1,MPACT Downhole Motors,FALSE,FALSE,2
129557,FALSE,50S228,S500688HS0-RELINEMPCB,S500688HS0,S500,HS,5006880,,Bartels Rack,8/21/2023 5:46 PM,8/17/2023 9:51 AM,8/24/2023,8/22/2023 5:46 AM,TRUE,TRUE,8/24/2023,8/24/2023,5,34,FALSE,TRUE,FALSE,RELINES,55827,4/3,MPACT Downhole Motors,FALSE,TRUE,2
129519,FALSE,PMS 87039,S875770HS2-RELINEPDCBOD,S875770HS2,S875,HS,8757702,,Bartels Rack,8/21/2023 6:10 PM,8/17/2023 9:39 AM,8/25/2023,8/22/2023 6:10 AM,TRUE,TRUE,8/25/2023,8/25/2023,6,34,FALSE,FALSE,FALSE,RELINES,55826,3/4,Professional Directional Ltd. (TX),FALSE,FALSE,2
129520,FALSE,PMS 87042,S875770HS2-RELINEPDCBOD,S875770HS2,S875,HS,8757702,,Bartels Rack,8/21/2023 6:46 PM,8/17/2023 9:39 AM,8/28/2023,8/22/2023 6:46 AM,TRUE,TRUE,8/28/2023,8/25/2023,6,34,FALSE,FALSE,FALSE,RELINES,55826,3/5,Professional Directional Ltd. (TX),FALSE,FALSE,2
129518,FALSE,PMS 87035,S875770HS2-RELINEPDCBOD,S875770HS2,S875,HS,8757702,,Bartels Rack,8/21/2023 7:07 PM,8/17/2023 9:39 AM,8/25/2023,8/22/2023 7:07 AM,TRUE,TRUE,8/25/2023,8/25/2023,6,34,FALSE,FALSE,FALSE,RELINES,55826,3/3,Professional Directional Ltd. (TX),FALSE,FALSE,2
129602,FALSE,87S031,S875770HS0-RELINEMPCB,S875770HS0,S875,HS,8757700,"
",Bartels Rack,8/21/2023 7:31 PM,8/17/2023 2:56 PM,8/29/2023,8/22/2023 7:31 AM,TRUE,FALSE,8/28/2023,8/28/2023,2,35,FALSE,TRUE,FALSE,RELINES,55838,3/1,MPACT Downhole Motors,FALSE,FALSE,2
129577,FALSE,68S179,S700769HS0-RELINEMPCBOD,S700769HS0,S700,HS,7007690,,Bartels Rack,8/21/2023 9:42 PM,8/17/2023 2:53 PM,8/25/2023,8/22/2023 9:42 AM,TRUE,TRUE,8/25/2023,8/25/2023,6,34,TRUE,FALSE,FALSE,RELINES,55838,2/3,MPACT Downhole Motors,FALSE,FALSE,2
129570,FALSE,70S1740,S700769HS0-RELINEMPCB,S700769HS0,S700,HS,7007690,"
Stamp the following: STAMP ID 7869
",Bartels Rack,8/21/2023 10:16 PM,8/17/2023 2:49 PM,8/29/2023,8/22/2023 10:16 AM,TRUE,FALSE,8/28/2023,8/28/2023,2,35,FALSE,TRUE,FALSE,RELINES,55838,1/2,MPACT Downhole Motors,FALSE,FALSE,2
129208,FALSE,ST5500941-PTS,S500688HS0-RELINEPHCBOU,S500688HS0,S500,HS,5006880,"
REBLAST  08/17 ***Notify QA when scheduled***",Bartels Rack,8/21/2023 10:24 PM,8/8/2023 2:15 PM,8/25/2023,8/22/2023 10:24 AM,TRUE,TRUE,8/25/2023,8/22/2023,3,34,TRUE,FALSE,FALSE,RELINES,55773,10/7,Phoenix Technology Services USA Inc. (TX),FALSE,TRUE,2
129558,FALSE,50S226,S500688HS0-RELINEMPCB,S500688HS0,S500,HS,5006880,,Bartels Rack,8/21/2023 10:46 PM,8/17/2023 9:51 AM,8/25/2023,8/22/2023 10:46 AM,TRUE,TRUE,8/25/2023,8/25/2023,6,34,FALSE,TRUE,FALSE,RELINES,55827,4/4,MPACT Downhole Motors,FALSE,FALSE,2
129574,FALSE,70S1577,S700769HS0-RELINEMPCB,S700769HS0,S700,HS,7007690,"
",Bartels Rack,8/21/2023 10:49 PM,8/17/2023 2:49 PM,8/30/2023,8/22/2023 10:49 AM,TRUE,FALSE,8/29/2023,8/29/2023,3,35,FALSE,TRUE,FALSE,RELINES,55838,1/6,MPACT Downhole Motors,FALSE,FALSE,2
129581,FALSE,68S156,S700769HS0-RELINEMPCBOD,S700769HS0,S700,HS,7007690,"
Stamp the following: STAMP ID 7869
",Bartels Rack,8/21/2023 11:09 PM,8/17/2023 2:53 PM,8/31/2023,8/22/2023 11:09 AM,TRUE,FALSE,8/28/2023,8/28/2023,2,35,FALSE,TRUE,FALSE,RELINES,55838,2/6,MPACT Downhole Motors,FALSE,FALSE,2
129579,FALSE,68S117,S700769HS0-RELINEMPCBOD,S700769HS0,S700,HS,7007690,"
Stamp the following: STAMP ID 7869",Bartels Rack,8/21/2023 11:28 PM,8/17/2023 2:53 PM,8/25/2023,8/22/2023 11:28 AM,TRUE,TRUE,8/25/2023,8/25/2023,6,34,TRUE,FALSE,FALSE,RELINES,55838,2/4,MPACT Downhole Motors,FALSE,FALSE,2
129561,FALSE,TDS5048314940,S875840HS0-RELINETDCBOD,S875840HS0,S875,HS,8758400,"
",Bartels Rack,8/21/2023 11:31 PM,8/17/2023 4:02 PM,8/29/2023,8/22/2023 11:31 AM,TRUE,FALSE,8/29/2023,8/28/2023,2,35,FALSE,FALSE,FALSE,RELINES,55839,1/1,"Turbo Drill Industries, Inc. (taxable)",FALSE,FALSE,2
129521,FALSE,PIS 67053,S700769HS0-RELINEPDCB,S700769HS0,S700,HS,7007690,,Bartels Rack,8/21/2023 11:52 PM,8/17/2023 9:39 AM,8/25/2023,8/22/2023 11:52 AM,TRUE,TRUE,8/25/2023,8/25/2023,6,34,FALSE,FALSE,FALSE,RELINES,55826,2/1,Professional Directional Ltd. (TX),FALSE,FALSE,2
129517,FALSE,PMS 87027,S875770HS2-RELINEPDCBOD,S875770HS2,S875,HS,8757702,,Bartels Rack,8/21/2023 11:55 PM,8/17/2023 9:39 AM,8/24/2023,8/22/2023 11:55 AM,TRUE,TRUE,8/24/2023,8/25/2023,6,34,FALSE,FALSE,FALSE,RELINES,55826,3/2,Professional Directional Ltd. (TX),FALSE,FALSE,2
129516,FALSE,PMS 87009,S875770HS2-RELINEPDCBOD,S875770HS2,S875,HS,8757702,,Bartels Rack,8/22/2023 12:19 AM,8/17/2023 9:39 AM,8/24/2023,8/22/2023 12:19 PM,TRUE,TRUE,8/24/2023,8/25/2023,6,34,FALSE,FALSE,FALSE,RELINES,55826,3/1,Professional Directional Ltd. (TX),FALSE,FALSE,1
129522,FALSE,PIS 67067,S700769HS0-RELINEPDCB,S700769HS0,S700,HS,7007690,,Bartels Rack,8/22/2023 12:25 AM,8/17/2023 9:39 AM,8/25/2023,8/22/2023 12:25 PM,TRUE,TRUE,8/25/2023,8/25/2023,6,34,FALSE,FALSE,FALSE,RELINES,55826,2/2,Professional Directional Ltd. (TX),FALSE,FALSE,1
129569,FALSE,70S1687,S700769HS0-RELINEMPCB,S700769HS0,S700,HS,7007690,"
Stamp the following: STAMP ID 7869
",Bartels Rack,8/22/2023 12:42 AM,8/17/2023 2:49 PM,8/29/2023,8/22/2023 12:42 PM,TRUE,FALSE,8/28/2023,8/28/2023,2,35,FALSE,TRUE,FALSE,RELINES,55838,1/1,MPACT Downhole Motors,FALSE,FALSE,1
129580,FALSE,68S214,S700769HS0-RELINEMPCBOD,S700769HS0,S700,HS,7007690,"
Stamp the following: STAMP ID 7869",Bartels Rack,8/22/2023 12:52 AM,8/17/2023 2:53 PM,8/28/2023,8/22/2023 12:52 PM,TRUE,TRUE,8/28/2023,8/25/2023,6,34,TRUE,FALSE,FALSE,RELINES,55838,2/5,MPACT Downhole Motors,FALSE,FALSE,1
129189,FALSE,ST5500950-PTS,S500770HS2-RELINEPHCB,S500770HS2,S500,HS,5007702,"
REWORK  08/17",Bartels Rack,8/22/2023 1:03 AM,8/8/2023 2:17 PM,8/25/2023,8/22/2023 1:03 PM,TRUE,TRUE,8/25/2023,8/22/2023,3,34,TRUE,FALSE,FALSE,RELINES,55773,11/5,Phoenix Technology Services USA Inc. (TX),FALSE,TRUE,1
129532,FALSE,7005684-111,S700584F30-RELINEKXCB,S700584F30,S700,F3,7005840,"
",Bartels Rack,8/22/2023 1:22 AM,8/17/2023 9:18 AM,8/28/2023,8/22/2023 1:22 PM,TRUE,FALSE,8/28/2023,8/28/2023,2,35,FALSE,FALSE,FALSE,RELINES,55822,1/1,"KLX Directional Drilling, LLC",FALSE,FALSE,1
129554,FALSE,70S1695,S700843HS0-RELINEMPCB,S700843HS0,S700,HS,7008430,"
Stamp the following: RESTAMP 8943",Bartels Rack,8/22/2023 1:24 AM,8/17/2023 9:50 AM,8/25/2023,8/22/2023 1:24 PM,TRUE,TRUE,8/28/2023,8/25/2023,6,34,FALSE,TRUE,FALSE,RELINES,55827,3/2,MPACT Downhole Motors,FALSE,FALSE,1
129187,FALSE,ST5500955-PTS,S500770HS2-RELINEPHCB,S500770HS2,S500,HS,5007702,"
REWORK  08/17",Bartels Rack,8/22/2023 1:54 AM,8/8/2023 2:17 PM,8/25/2023,8/22/2023 1:54 PM,TRUE,TRUE,8/25/2023,8/21/2023,2,34,TRUE,FALSE,FALSE,RELINES,55773,11/3,Phoenix Technology Services USA Inc. (TX),FALSE,TRUE,1
129551,FALSE,68S184,S700769HS0-RELINEMPCBOD,S700769HS0,S700,HS,7007690,,Bartels Rack,8/22/2023 2:13 AM,8/17/2023 9:47 AM,8/25/2023,8/22/2023 2:13 PM,TRUE,TRUE,8/25/2023,8/25/2023,6,34,FALSE,FALSE,FALSE,RELINES,55827,1/4,MPACT Downhole Motors,FALSE,FALSE,1
129550,FALSE,68S251,S700769HS0-RELINEMPCBOD,S700769HS0,S700,HS,7007690,,Bartels Rack,8/22/2023 2:40 AM,8/17/2023 9:47 AM,8/25/2023,8/22/2023 2:40 PM,TRUE,TRUE,8/25/2023,8/25/2023,6,34,FALSE,FALSE,FALSE,RELINES,55827,1/3,MPACT Downhole Motors,FALSE,FALSE,1
129199,FALSE,ST5000582-PTS,S500688HS0-RELINEPHCB,S500688HS0,S500,HS,5006880,"
REBLAST  08/12",Bartels Rack,8/22/2023 3:00 AM,8/8/2023 2:12 PM,8/25/2023,8/22/2023 3:00 PM,TRUE,TRUE,8/25/2023,8/21/2023,2,34,TRUE,FALSE,FALSE,RELINES,55773,8/5,Phoenix Technology Services USA Inc. (TX),FALSE,TRUE,1
129560,FALSE,68S150,S700769HS0-RELINEMPCBOD,S700769HS0,S700,HS,7007690,"
.
”restamp 7869”",Bartels Rack,8/22/2023 3:22 AM,8/21/2023 9:37 AM,8/25/2023,8/22/2023 3:22 PM,TRUE,TRUE,8/25/2023,8/25/2023,6,34,FALSE,FALSE,FALSE,RELINES,55827,6/1,MPACT Downhole Motors,FALSE,FALSE,1
129370,FALSE,ST5500757-PTS,S500770F30-RELINEPHCBOU,S500770F30,S500,F3,5007700,"
STRAIGHTENING  08/16",Bartels Rack,8/22/2023 3:45 AM,8/14/2023 11:55 AM,9/1/2023,8/22/2023 3:45 PM,TRUE,FALSE,8/24/2023,8/31/2023,5,35,TRUE,FALSE,FALSE,RELINES,55802,5/4,PV Fluid Products Ltd,FALSE,FALSE,1
129552,FALSE,68S224,S700769HS0-RELINEMPCBOD,S700769HS0,S700,HS,7007690,,Bartels Rack,8/22/2023 3:48 AM,8/17/2023 9:47 AM,8/25/2023,8/22/2023 3:48 PM,TRUE,TRUE,8/25/2023,8/25/2023,6,34,FALSE,FALSE,FALSE,RELINES,55827,1/5,MPACT Downhole Motors,FALSE,FALSE,1
