Job,ENG,SerialNumber,Part,Product,Model Group,Elastomer,Model,Job Comment,Location,Last Labor,StartDate,DueDate,AdhesiveDry,Firm,Scheduled,Ship By,Promise,Day,Week,Expedite,Ship Hold,Prod Hold,Group,Order,L/R,Name,Complete,Risk,StalledDays
129394,FALSE,ST5000480-PTS,S500688F3T-RELINEPHCB,S500688F3T,S500,F3,500688T,"
.
sn updated 8/15 sj
STRAIGHTENING  08/16",Bartels Rack,8/22/2023 4:00 AM,8/14/2023 11:52 AM,8/25/2023,8/22/2023 4:00 PM,TRUE,TRUE,8/25/2023,9/1/2023,6,35,TRUE,FALSE,FALSE,RELINES,55802,2/4,PV Fluid Products Ltd,FALSE,FALSE,1
129392,FALSE,ST5001212-PTS,S500688F3T-RELINEPHCB,S500688F3T,S500,F3,500688T,"
STRAIGHTENING  08/16",Bartels Rack,8/22/2023 4:25 AM,8/14/2023 11:52 AM,8/25/2023,8/22/2023 4:25 PM,TRUE,TRUE,8/25/2023,9/1/2023,6,35,TRUE,FALSE,FALSE,RELINES,55802,2/2,PV Fluid Products Ltd,FALSE,FALSE,1
129373,FALSE,ST5251150-PTS,S500770F30-RELINEPHCBUO,S500770F30,S500,F3,5007700,"
STRAIGHTENING  08/16",Bartels Rack,8/22/2023 4:49 AM,8/14/2023 11:56 AM,9/1/2023,8/22/2023 4:49 PM,TRUE,FALSE,8/28/2023,9/5/2023,3,36,TRUE,FALSE,FALSE,RELINES,55802,6/2,PV Fluid Products Ltd,FALSE,FALSE,1
129572,FALSE,70S1294,S700769HS0-RELINEMPCB,S700769HS0,S700,HS,7007690,"
Stamp the following: STAMP ID 7869
",Bartels Rack,8/22/2023 5:19 AM,8/17/2023 2:49 PM,8/29/2023,8/22/2023 5:19 PM,TRUE,FALSE,8/28/2023,8/28/2023,2,35,FALSE,TRUE,FALSE,RELINES,55838,1/4,MPACT Downhole Motors,FALSE,FALSE,1
129578,FALSE,68S246,S700769HS0-RELINEMPCBOD,S700769HS0,S700,HS,7007690,,Bartels Rack,8/22/2023 5:46 AM,8/17/2023 2:53 PM,8/25/2023,8/22/2023 5:46 PM,TRUE,TRUE,8/25/2023,8/25/2023,6,34,TRUE,FALSE,FALSE,RELINES,55838,2/1,MPACT Downhole Motors,FALSE,FALSE,1
129571,FALSE,70S1462,S700769HS0-RELINEMPCB,S700769HS0,S700,HS,7007690,"
Stamp the following: STAMP ID 7869
",Bartels Rack,8/22/2023 6:13 AM,8/17/2023 2:49 PM,8/29/2023,8/22/2023 6:13 PM,TRUE,FALSE,8/28/2023,8/28/2023,2,35,FALSE,TRUE,FALSE,RELINES,55838,1/3,MPACT Downhole Motors,FALSE,FALSE,1
129582,FALSE,68S209,S700769HS0-RELINEMPCBOD,S700769HS0,S700,HS,7007690,"
Stamp the following: STAMP ID 7869
",Bartels Rack,8/22/2023 6:39 AM,8/17/2023 2:53 PM,8/31/2023,8/22/2023 6:39 PM,TRUE,FALSE,8/28/2023,8/28/2023,2,35,FALSE,TRUE,FALSE,RELINES,55838,2/7,MPACT Downhole Motors,FALSE,FALSE,1
129573,FALSE,70S1636,S700769HS0-RELINEMPCB,S700769HS0,S700,HS,7007690,"
Stamp the following: STAMP ID 7869
",Bartels Rack,8/22/2023 7:06 AM,8/17/2023 2:49 PM,8/29/2023,8/22/2023 7:06 PM,TRUE,FALSE,8/28/2023,8/28/2023,2,35,FALSE,TRUE,FALSE,RELINES,55838,1/5,MPACT Downhole Motors,FALSE,FALSE,1
129534,FALSE,PIS 67057,S700584HS2-RELINEPDCB,S700584HS2,S700,HS,7005842,,Bartels Rack,8/22/2023 7:31 AM,8/17/2023 9:39 AM,8/25/2023,8/22/2023 7:31 PM,TRUE,TRUE,8/25/2023,8/25/2023,6,34,FALSE,FALSE,FALSE,RELINES,55826,1/1,Professional Directional Ltd. (TX),FALSE,FALSE,1
129576,FALSE,68S240,S700769HS0-RELINEMPCBOD,S700769HS0,S700,HS,7007690,,Bartels Rack,8/22/2023 7:55 AM,8/17/2023 2:53 PM,8/24/2023,8/22/2023 7:55 PM,TRUE,TRUE,8/24/2023,8/24/2023,5,34,TRUE,FALSE,FALSE,RELINES,55838,2/2,MPACT Downhole Motors,FALSE,TRUE,1
129231,FALSE,AEP-8377870-S002,S875770F30-RELINEALCBOD,S875770F30,S875,F3,8757700,,Bartels Rack,8/22/2023 7:57 AM,8/9/2023 9:27 AM,8/25/2023,8/22/2023 7:57 PM,TRUE,TRUE,8/25/2023,8/23/2023,4,34,FALSE,FALSE,FALSE,RELINES,55775,5/1,Altitude Energy Partners - Consolidated Acct,FALSE,TRUE,1
129564,FALSE,AEP-8757870-S026,S875770F30-RELINEALCB,S875770F30,S875,F3,8757700,,Bartels Rack,8/22/2023 8:25 AM,8/17/2023 11:47 AM,8/25/2023,8/22/2023 8:25 PM,TRUE,TRUE,8/25/2023,8/25/2023,6,34,FALSE,FALSE,FALSE,RELINES,55836,4/1,Altitude Energy Partners - Consolidated Acct,FALSE,FALSE,1
129583,FALSE,7005684-007,S700584HS0-RELINEKXCB,S700584HS0,S700,HS,7005840,"
",Bartels Rack,8/22/2023 8:30 AM,8/17/2023 10:23 AM,8/29/2023,8/22/2023 8:30 PM,TRUE,FALSE,8/29/2023,8/28/2023,2,35,FALSE,FALSE,FALSE,RELINES,55831,1/1,"KLX Directional Drilling, LLC",FALSE,FALSE,1
129527,FALSE,8637870-002,S875770F30-RELINEKXCB,S875770F30,S875,F3,8757700,,Bartels Rack,8/22/2023 8:54 AM,8/17/2023 9:20 AM,8/25/2023,8/22/2023 8:54 PM,TRUE,TRUE,8/25/2023,8/25/2023,6,34,FALSE,FALSE,FALSE,RELINES,55823,1/1,"KLX Directional Drilling, LLC",FALSE,FALSE,1
129585,FALSE,7005684-185,S700584HS0-RELINEKXCB,S700584HS0,S700,HS,7005840,"
",Bartels Rack,8/22/2023 9:39 AM,8/17/2023 10:25 AM,8/29/2023,8/22/2023 9:39 PM,TRUE,FALSE,8/29/2023,8/29/2023,3,35,FALSE,FALSE,FALSE,RELINES,55833,1/1,"KLX Directional Drilling, LLC",FALSE,FALSE,1
129556,FALSE,50S251,S500688HS0-RELINEMPCB,S500688HS0,S500,HS,5006880,"
REBLAST  08/21",RUBREM,8/22/2023 9:48 AM,8/17/2023 9:51 AM,8/30/2023,,TRUE,FALSE,8/30/2023,8/30/2023,4,35,TRUE,TRUE,FALSE,RELINES,55827,4/2,MPACT Downhole Motors,FALSE,TRUE,1
129589,FALSE,7005684-091,S700584F30-RELINEKXCB,S700584F30,S700,F3,7005840,"
",Bartels Rack,8/22/2023 10:04 AM,8/17/2023 10:22 AM,8/29/2023,8/22/2023 10:04 PM,TRUE,FALSE,8/29/2023,8/29/2023,3,35,FALSE,FALSE,FALSE,RELINES,55830,1/1,"KLX Directional Drilling, LLC",FALSE,FALSE,1
129575,FALSE,70S1353,S700769HS0-RELINEMPCB,S700769HS0,S700,HS,7007690,"
",Bartels Rack,8/22/2023 10:28 AM,8/17/2023 2:49 PM,8/30/2023,8/22/2023 10:28 PM,TRUE,FALSE,8/29/2023,8/29/2023,3,35,FALSE,TRUE,FALSE,RELINES,55838,1/7,MPACT Downhole Motors,FALSE,FALSE,1
129747,FALSE,PMS 87022,S875770HS2-RELINEPDCBOD,S875770HS2,S875,HS,8757702,"
",RUBREM,,8/22/2023 10:51 AM,8/31/2023,,TRUE,FALSE,8/31/2023,8/30/2023,4,35,FALSE,FALSE,FALSE,RELINES,55855,1/1,Professional Directional Ltd. (TX),FALSE,TRUE,
129748,FALSE,PMS 87023,S875770HS2-RELINEPDCBOD,S875770HS2,S875,HS,8757702,"
",RUBREM,,8/22/2023 10:51 AM,8/31/2023,,TRUE,FALSE,8/31/2023,8/30/2023,4,35,FALSE,FALSE,FALSE,RELINES,55855,1/2,Professional Directional Ltd. (TX),FALSE,TRUE,
129749,FALSE,PMS 87032,S875770HS2-RELINEPDCBOD,S875770HS2,S875,HS,8757702,"
",RUBREM,,8/22/2023 10:51 AM,8/31/2023,,TRUE,FALSE,8/31/2023,8/30/2023,4,35,FALSE,FALSE,FALSE,RELINES,55855,1/3,Professional Directional Ltd. (TX),FALSE,TRUE,
129584,FALSE,7005684-219,S700584HS0-RELINEKXCB,S700584HS0,S700,HS,7005840,"
",Bartels Rack,8/22/2023 11:13 AM,8/17/2023 10:25 AM,8/29/2023,8/22/2023 11:13 PM,TRUE,FALSE,8/29/2023,8/29/2023,3,35,FALSE,FALSE,FALSE,RELINES,55832,1/1,"KLX Directional Drilling, LLC",FALSE,FALSE,1
129670,FALSE,"70S1766
USE SK21368 at 90C",S700594HS2-RELINEMPCB,S700594HS2,S700,HS,7005942,,QC-IN,,8/22/2023 11:23 AM,8/31/2023,,TRUE,FALSE,8/31/2023,8/31/2023,5,35,FALSE,FALSE,FALSE,RELINES,55806,4/1,MPACT Downhole Motors,FALSE,TRUE,
129588,FALSE,67T6V9552,S700582F30-RELINE,S700582F30,S700,F3,7005820,"
",Bartels Rack,8/22/2023 2:30 PM,8/17/2023 10:27 AM,8/28/2023,8/23/2023 2:30 AM,TRUE,TRUE,8/28/2023,8/28/2023,2,35,FALSE,FALSE,FALSE,RELINES,55835,1/1,"KLX Directional Drilling, LLC",FALSE,FALSE,1
129633,FALSE,L154101,S500617HS0-RELINE,S500617HS0,S500,HS,5006170,"
",Bartels Rack,8/22/2023 2:58 PM,8/18/2023 9:51 AM,8/30/2023,8/23/2023 2:58 AM,TRUE,FALSE,8/30/2023,8/28/2023,2,35,FALSE,FALSE,FALSE,RELINES,55840,2/1,NABORS DRILLING SOLUTIONS,FALSE,FALSE,1
129751,FALSE,ST9000013-PTS,S875770F30-RELINEPHCBOU,S875770F30,S875,F3,8757700,"
",RUBREM,,8/22/2023 3:14 PM,9/1/2023,,TRUE,FALSE,9/1/2023,8/29/2023,3,35,FALSE,FALSE,FALSE,RELINES,55811,16/1,Phoenix Technology Services USA Inc. (TX),FALSE,TRUE,
129752,FALSE,ST9000022-PTS,S875770F30-RELINEPHCBOU,S875770F30,S875,F3,8757700,"
",RUBREM,,8/22/2023 3:14 PM,9/1/2023,,TRUE,FALSE,9/1/2023,8/29/2023,3,35,FALSE,FALSE,FALSE,RELINES,55811,16/2,Phoenix Technology Services USA Inc. (TX),FALSE,TRUE,
129174,FALSE,ST6630020-PTS,S700769HS4-RELINEPHCBID,S700769HS4,S700,HS,7007694,"
REWORK  08/18",Bartels Rack,8/22/2023 3:22 PM,8/8/2023 2:09 PM,8/25/2023,8/23/2023 3:22 AM,TRUE,TRUE,8/25/2023,8/18/2023,6,33,TRUE,FALSE,FALSE,RELINES,55773,6/4,Phoenix Technology Services USA Inc. (TX),FALSE,TRUE,1
129623,FALSE,L153483,S500688HS0-RELINE,S500688HS0,S500,HS,5006880,"
",Bartels Rack,8/22/2023 3:52 PM,8/18/2023 9:49 AM,8/30/2023,8/23/2023 3:52 AM,TRUE,FALSE,8/30/2023,8/29/2023,3,35,FALSE,FALSE,FALSE,RELINES,55840,1/2,NABORS DRILLING SOLUTIONS,FALSE,FALSE,1
129627,FALSE,L153446,S500688HS0-RELINE,S500688HS0,S500,HS,5006880,"
",Bartels Rack,8/22/2023 4:31 PM,8/18/2023 9:49 AM,9/1/2023,8/23/2023 4:31 AM,TRUE,FALSE,9/1/2023,9/1/2023,6,35,FALSE,FALSE,FALSE,RELINES,55840,1/6,NABORS DRILLING SOLUTIONS,FALSE,FALSE,1
129626,FALSE,L153731,S500688HS0-RELINE,S500688HS0,S500,HS,5006880,"
",Bartels Rack,8/22/2023 4:51 PM,8/18/2023 9:49 AM,8/31/2023,8/23/2023 4:51 AM,TRUE,FALSE,8/31/2023,8/31/2023,5,35,FALSE,FALSE,FALSE,RELINES,55840,1/5,NABORS DRILLING SOLUTIONS,FALSE,FALSE,1
129622,FALSE,L154099,S500688HS0-RELINE,S500688HS0,S500,HS,5006880,"
",Bartels Rack,8/22/2023 5:31 PM,8/18/2023 9:49 AM,8/30/2023,8/23/2023 5:31 AM,TRUE,FALSE,8/30/2023,8/28/2023,2,35,FALSE,FALSE,FALSE,RELINES,55840,1/1,NABORS DRILLING SOLUTIONS,FALSE,FALSE,1
129642,FALSE,7005684-047,S700584F30-RELINEKXCB,S700584F30,S700,F3,7005840,"
",Bartels Rack,8/22/2023 6:24 PM,8/21/2023 10:25 AM,8/31/2023,8/23/2023 6:24 AM,TRUE,FALSE,8/30/2023,8/30/2023,4,35,FALSE,FALSE,FALSE,RELINES,55846,1/1,"KLX Directional Drilling, LLC",FALSE,FALSE,1
129612,FALSE,L153554,S700769HS0-RELINE,S700769HS0,S700,HS,7007690,"
",Bartels Rack,8/22/2023 6:52 PM,8/18/2023 9:52 AM,8/30/2023,8/23/2023 6:52 AM,TRUE,FALSE,8/30/2023,8/28/2023,2,35,FALSE,FALSE,FALSE,RELINES,55840,4/1,NABORS DRILLING SOLUTIONS,FALSE,FALSE,1
129620,FALSE,L150433,S700584F30-RELINE,S700584F30,S700,F3,7005840,"
",Bartels Rack,8/22/2023 7:13 PM,8/18/2023 9:53 AM,8/25/2023,8/23/2023 7:13 AM,TRUE,TRUE,8/25/2023,8/30/2023,4,35,FALSE,FALSE,FALSE,RELINES,55840,5/2,NABORS DRILLING SOLUTIONS,FALSE,FALSE,1
129361,FALSE,70S1779,S700769HS0-RELINEMPCB,S700769HS0,S700,HS,7007690,"
REWORK  08/22",RUBREM,8/22/2023 7:57 PM,8/14/2023 4:08 PM,8/31/2023,,TRUE,FALSE,8/31/2023,8/31/2023,5,35,TRUE,TRUE,FALSE,RELINES,55737,14/1,MPACT Downhole Motors,FALSE,FALSE,1
128972,FALSE,ST6630050-PTS,S700584F32-RELINEPHCBID,S700584F32,S700,F3,7005842,"
REWORK  08/10
REWORK  08/18",Bartels Rack,8/22/2023 10:37 PM,8/4/2023 1:39 PM,8/25/2023,8/23/2023 10:37 AM,TRUE,TRUE,8/25/2023,8/16/2023,4,33,TRUE,FALSE,FALSE,RELINES,55750,1/4,Phoenix Technology Services USA Inc. (TX),FALSE,TRUE,1
129625,FALSE,L153452,S500688HS0-RELINE,S500688HS0,S500,HS,5006880,"
",Bartels Rack,8/22/2023 11:03 PM,8/18/2023 9:49 AM,8/31/2023,8/23/2023 11:03 AM,TRUE,FALSE,8/31/2023,8/31/2023,5,35,FALSE,FALSE,FALSE,RELINES,55840,1/4,NABORS DRILLING SOLUTIONS,FALSE,FALSE,1
129618,FALSE,700162,S700582HS0-RELINE,S700582HS0,S700,HS,7005820,"
",Bartels Rack,8/22/2023 11:31 PM,8/18/2023 9:51 AM,8/31/2023,8/23/2023 11:31 AM,TRUE,FALSE,8/31/2023,8/31/2023,5,35,FALSE,FALSE,FALSE,RELINES,55840,3/3,NABORS DRILLING SOLUTIONS,FALSE,FALSE,1
129624,FALSE,L154097,S500688HS0-RELINE,S500688HS0,S500,HS,5006880,"
",Bartels Rack,8/22/2023 11:58 PM,8/18/2023 9:49 AM,8/30/2023,8/23/2023 11:58 AM,TRUE,FALSE,8/30/2023,8/30/2023,4,35,FALSE,FALSE,FALSE,RELINES,55840,1/3,NABORS DRILLING SOLUTIONS,FALSE,FALSE,1
MRP00000000124,FALSE,,S500688F3T,S500688F3T,S500,F3,500688T,,T-CLEAN,,8/23/2023,9/1/2023,,FALSE,FALSE,,,7,0,FALSE,FALSE,FALSE,STATORS,,,,,FALSE,
129619,FALSE,700204,S700584F30-RELINE,S700584F30,S700,F3,7005840,"
",Bartels Rack,8/23/2023 12:24 AM,8/18/2023 9:53 AM,8/25/2023,8/23/2023 12:24 PM,TRUE,TRUE,8/25/2023,8/29/2023,3,35,FALSE,FALSE,FALSE,RELINES,55840,5/1,NABORS DRILLING SOLUTIONS,FALSE,FALSE,0
129629,FALSE,L158034,S500688HS0-RELINE,S500688HS0,S500,HS,5006880,"
",Bartels Rack,8/23/2023 12:45 AM,8/18/2023 9:49 AM,9/1/2023,8/23/2023 12:45 PM,TRUE,FALSE,9/1/2023,9/1/2023,6,35,FALSE,FALSE,FALSE,RELINES,55840,1/8,NABORS DRILLING SOLUTIONS,FALSE,FALSE,0
129617,FALSE,700163,S700582HS0-RELINE,S700582HS0,S700,HS,7005820,"
",Bartels Rack,8/23/2023 1:12 AM,8/18/2023 9:51 AM,8/30/2023,8/23/2023 1:12 PM,TRUE,FALSE,8/30/2023,8/30/2023,4,35,FALSE,FALSE,FALSE,RELINES,55840,3/2,NABORS DRILLING SOLUTIONS,FALSE,FALSE,0
129282,FALSE,PMS 87036,S875770HS2-RELINEPDCBOD,S875770HS2,S875,HS,8757702,"
REWORK  08/18",Bartels Rack,8/23/2023 1:37 AM,8/10/2023 10:17 AM,8/25/2023,8/23/2023 1:37 PM,TRUE,TRUE,8/25/2023,8/21/2023,2,34,TRUE,FALSE,FALSE,RELINES,55787,1/2,Professional Directional Ltd. (TX),FALSE,TRUE,0
129142,FALSE,ST9000061-PTS,S875840HS0-RELINEPHCBOU,S875840HS0,S875,HS,8758400,"
REWORK  08/18",Bartels Rack,8/23/2023 2:06 AM,8/8/2023 2:11 PM,8/25/2023,8/23/2023 2:06 PM,TRUE,TRUE,8/25/2023,8/18/2023,6,33,TRUE,FALSE,FALSE,RELINES,55773,7/1,Phoenix Technology Services USA Inc. (TX),FALSE,TRUE,0
129616,FALSE,700155,S700582HS0-RELINE,S700582HS0,S700,HS,7005820,"
",Bartels Rack,8/23/2023 2:57 AM,8/18/2023 9:51 AM,8/30/2023,8/23/2023 2:57 PM,TRUE,FALSE,8/30/2023,8/29/2023,3,35,FALSE,FALSE,FALSE,RELINES,55840,3/1,NABORS DRILLING SOLUTIONS,FALSE,FALSE,0
129141,FALSE,AEP-725035-S017,S725612F32-RELINEALCB,S725612F32,S725,F3,7256122,"
REWORK  08/18",Bartels Rack,8/23/2023 3:28 AM,8/8/2023 11:22 AM,8/25/2023,8/23/2023 3:28 PM,TRUE,TRUE,8/25/2023,8/17/2023,5,33,TRUE,FALSE,FALSE,RELINES,55677,9/1,Altitude Energy Partners - Consolidated Acct,FALSE,TRUE,0
129587,FALSE,67857-095,S675757HS0-RELINE,S675757HS0,S675,HS,6757570,"
REBLAST  08/22",RUBREM,8/23/2023 3:37 AM,8/17/2023 10:26 AM,8/31/2023,,TRUE,FALSE,8/31/2023,8/31/2023,5,35,TRUE,FALSE,FALSE,RELINES,55834,1/1,"KLX Directional Drilling, LLC",FALSE,TRUE,0
129628,FALSE,L153490,S500688HS0-RELINE,S500688HS0,S500,HS,5006880,"
",Bartels Rack,8/23/2023 3:54 AM,8/18/2023 9:49 AM,9/1/2023,8/23/2023 3:54 PM,TRUE,FALSE,9/1/2023,9/1/2023,6,35,FALSE,FALSE,FALSE,RELINES,55840,1/7,NABORS DRILLING SOLUTIONS,FALSE,FALSE,0
129610,FALSE,AEP-725035-S037,S725612F32-RELINEALCB,S725612F32,S725,F3,7256122,,Bartels Rack,8/23/2023 4:22 AM,8/18/2023 1:08 PM,8/28/2023,8/23/2023 4:22 PM,TRUE,TRUE,8/28/2023,8/28/2023,2,35,FALSE,FALSE,FALSE,RELINES,55766,5/1,Altitude Energy Partners - Consolidated Acct,FALSE,FALSE,0
129607,FALSE,EOGPS9080877025,S875770HS2-RELINEERCBOU,S875770HS2,S875,HS,8757702,"
",Bartels Rack,8/23/2023 5:19 AM,8/18/2023 11:58 AM,8/30/2023,8/23/2023 5:19 PM,TRUE,FALSE,8/30/2023,8/30/2023,4,35,FALSE,FALSE,FALSE,RELINES,55842,2/3,EOG Resources Inc.,FALSE,FALSE,0
129608,FALSE,EOGPS9080877027,S875770HS2-RELINEERCBOU,S875770HS2,S875,HS,8757702,"
",Bartels Rack,8/23/2023 5:42 AM,8/18/2023 11:58 AM,8/30/2023,8/23/2023 5:42 PM,TRUE,FALSE,8/30/2023,8/30/2023,4,35,FALSE,FALSE,FALSE,RELINES,55842,2/4,EOG Resources Inc.,FALSE,FALSE,0
129219,FALSE,AEP-8757870-S072,S875770F30-RELINEALCB,S875770F30,S875,F3,8757700,,QCS-1,8/23/2023 6:16 AM,8/9/2023 9:24 AM,8/24/2023,,TRUE,TRUE,8/24/2023,8/23/2023,4,34,FALSE,FALSE,FALSE,RELINES,55775,2/2,Altitude Energy Partners - Consolidated Acct,FALSE,TRUE,0
129605,FALSE,EOGPS9080877015,S875770HS2-RELINEERCBOU,S875770HS2,S875,HS,8757702,"
",Bartels Rack,8/23/2023 6:25 AM,8/18/2023 11:58 AM,8/30/2023,8/23/2023 6:25 PM,TRUE,FALSE,8/30/2023,8/28/2023,2,35,FALSE,FALSE,FALSE,RELINES,55842,2/1,EOG Resources Inc.,FALSE,FALSE,0
129615,FALSE,PMS 67124,S700769HS0-RELINEPDCB,S700769HS0,S700,HS,7007690,"
",Bartels Rack,8/23/2023 7:18 AM,8/18/2023 11:21 AM,8/30/2023,8/23/2023 7:18 PM,TRUE,FALSE,8/30/2023,8/28/2023,2,35,FALSE,FALSE,FALSE,RELINES,55841,3/3,Professional Directional Ltd. (TX),FALSE,FALSE,0
129630,FALSE,EOGPS53101A68831,S500688HS0-RELINEERCBOU,S500688HS0,S500,HS,5006880,"
",Bartels Rack,8/23/2023 7:42 AM,8/18/2023 11:56 AM,8/30/2023,8/23/2023 7:42 PM,TRUE,FALSE,8/30/2023,8/28/2023,2,35,FALSE,FALSE,FALSE,RELINES,55842,1/1,EOG Resources Inc.,FALSE,FALSE,0
129634,FALSE,PIS 67004,S700584HS0-RELINEPDCB,S700584HS0,S700,HS,7005840,"
",Bartels Rack,8/23/2023 8:43 AM,8/18/2023 11:20 AM,8/30/2023,8/23/2023 8:43 PM,TRUE,FALSE,8/30/2023,8/28/2023,2,35,FALSE,FALSE,FALSE,RELINES,55841,1/1,Professional Directional Ltd. (TX),FALSE,FALSE,0
129613,FALSE,PIS 67056,S700769HS0-RELINEPDCB,S700769HS0,S700,HS,7007690,"
",Bartels Rack,8/23/2023 9:13 AM,8/18/2023 11:21 AM,8/30/2023,8/23/2023 9:13 PM,TRUE,FALSE,8/30/2023,8/28/2023,2,35,FALSE,FALSE,FALSE,RELINES,55841,3/1,Professional Directional Ltd. (TX),FALSE,FALSE,0
129337,FALSE,87S053,S875770HS0-RELINEMPCB,S875770HS0,S875,HS,8757700,"
REWORK  08/23",RUBREM,8/23/2023 9:25 AM,8/14/2023 2:33 PM,9/1/2023,,TRUE,FALSE,9/1/2023,8/28/2023,2,35,TRUE,TRUE,FALSE,RELINES,55804,1/3,MPACT Downhole Motors,FALSE,TRUE,0
129363,FALSE,68S124,S700769HS0-RELINEMPCBOD,S700769HS0,S700,HS,7007690,"
REWORK  08/23",RUBREM,8/23/2023 9:25 AM,8/14/2023 2:54 PM,9/1/2023,,TRUE,FALSE,9/1/2023,8/28/2023,2,35,TRUE,FALSE,FALSE,RELINES,55804,5/2,MPACT Downhole Motors,FALSE,TRUE,0
129635,FALSE,PIS 679123,S700594HS0-RELINEPDCB,S700594HS0,S700,HS,7005940,"
",Bartels Rack,8/23/2023 9:34 AM,8/18/2023 11:21 AM,8/30/2023,8/23/2023 9:34 PM,TRUE,FALSE,8/30/2023,8/28/2023,2,35,FALSE,FALSE,FALSE,RELINES,55841,2/1,Professional Directional Ltd. (TX),FALSE,FALSE,0
129437,FALSE,ST6630002-PTS,S700769HS4-RELINEPHCBID,S700769HS4,S700,HS,7007694,,PAINT,8/23/2023 9:39 AM,8/15/2023 2:47 PM,8/24/2023,,TRUE,TRUE,8/24/2023,8/25/2023,6,34,FALSE,FALSE,FALSE,RELINES,55811,5/3,Phoenix Technology Services USA Inc. (TX),FALSE,FALSE,0
129767,FALSE,EOGPS667B7D7692,S700769HS0-RELINEPHCBID,S700769HS0,S700,HS,7007690,"
",RUBREM,,8/23/2023 9:46 AM,9/1/2023,,TRUE,FALSE,9/1/2023,8/30/2023,4,35,FALSE,FALSE,FALSE,RELINES,55862,1/1,EOG Resources Inc.,FALSE,TRUE,
129631,FALSE,EOGPS53101A68839,S500688HS0-RELINEERCBOU,S500688HS0,S500,HS,5006880,"
",Bartels Rack,8/23/2023 9:55 AM,8/18/2023 11:56 AM,8/30/2023,8/23/2023 9:55 PM,TRUE,FALSE,8/30/2023,8/29/2023,3,35,FALSE,FALSE,FALSE,RELINES,55842,1/2,EOG Resources Inc.,FALSE,FALSE,0
129470,FALSE,ST6630145-PTS,S700584F30-RELINEPHCB,S700584F30,S700,F3,7005840,,PAINT,8/23/2023 10:04 AM,8/15/2023 2:45 PM,8/24/2023,,TRUE,TRUE,8/24/2023,8/24/2023,5,34,FALSE,FALSE,FALSE,RELINES,55811,4/2,Phoenix Technology Services USA Inc. (TX),FALSE,FALSE,0
129510,FALSE,PMS 87001,S875770HS2-RELINEPDCBOD,S875770HS2,S875,HS,8757702,,QUENCH,8/23/2023 10:07 AM,8/16/2023 11:08 AM,8/24/2023,,TRUE,TRUE,8/24/2023,8/25/2023,6,34,FALSE,FALSE,FALSE,RELINES,55815,3/1,Professional Directional Ltd. (TX),FALSE,FALSE,0
129420,FALSE,ST9000075-PTS,S875840HS0-RELINEPHCBOU,S875840HS0,S875,HS,8758400,,CORECL,8/23/2023 10:13 AM,8/15/2023 2:54 PM,8/24/2023,,TRUE,TRUE,8/24/2023,8/24/2023,5,34,FALSE,FALSE,FALSE,RELINES,55811,10/1,Phoenix Technology Services USA Inc. (TX),FALSE,TRUE,0
129563,FALSE,AEP-725PV-S002,S725790F32-RELINEALCB,S725790F32,S725,F3,7257902,"
.
sn updated 8/18 sj",CURE,8/23/2023 10:36 AM,8/17/2023 11:51 AM,8/24/2023,,TRUE,TRUE,8/24/2023,8/25/2023,6,34,FALSE,FALSE,FALSE,RELINES,55836,7/1,Altitude Energy Partners - Consolidated Acct,FALSE,FALSE,0
127404,FALSE,L158113,S500770F30-PHCBIDUOTH,S500770F30,S500,F3,5007700,"
ST5251227-PTS",QUENCH,8/23/2023 10:40 AM,6/29/2023 11:49 AM,8/24/2023,,TRUE,TRUE,8/24/2023,8/25/2023,6,34,FALSE,FALSE,FALSE,STATORS,55487,4/1,PV Fluid Products Ltd,FALSE,FALSE,0
129511,FALSE,PMS 87010,S875770HS2-RELINEPDCBOD,S875770HS2,S875,HS,8757702,,CORECL,8/23/2023 10:40 AM,8/16/2023 11:08 AM,8/24/2023,,TRUE,TRUE,8/24/2023,8/25/2023,6,34,FALSE,FALSE,FALSE,RELINES,55815,3/2,Professional Directional Ltd. (TX),FALSE,FALSE,0
128905,FALSE,L158228,S962860F30,S962860F30,S962,F3,9628600,"
AEP-962010-S031",BENCH,8/23/2023 10:51 AM,7/10/2023 3:08 PM,8/24/2023,,TRUE,TRUE,8/24/2023,8/24/2023,5,34,FALSE,FALSE,FALSE,STATORS,55569,2/9,Altitude Energy Partners - Consolidated Acct,FALSE,TRUE,0
129568,FALSE,AEP-667869-S516,S700769F30-RELINEPVOD,S700769F30,S700,F3,7007690,,CURE,8/23/2023 10:52 AM,8/17/2023 11:50 AM,8/24/2023,,TRUE,TRUE,8/24/2023,8/25/2023,6,34,FALSE,FALSE,FALSE,RELINES,55836,6/1,Altitude Energy Partners - Consolidated Acct,FALSE,FALSE,0
129364,FALSE,PIS 67965,S700769HS0-RELINEPDCB,S700769HS0,S700,HS,7007690,"
REWORK  08/21",WSHRINSE,8/23/2023 10:55 AM,8/14/2023 12:18 PM,8/30/2023,,TRUE,FALSE,8/30/2023,8/23/2023,4,34,TRUE,FALSE,FALSE,RELINES,55803,9/1,Professional Directional Ltd. (TX),FALSE,TRUE,0
